   1.7137537e+00   1.7111795e+00   1.6951566e+00   1.6721190e+00   1.6482636e+00   1.6426794e+00   1.6581545e+00   1.6764671e+00   1.6916181e+00   1.6999331e+00   1.6965491e+00   1.6782106e+00   1.6506910e+00   1.6064524e+00   1.5355164e+00   1.4193803e+00   1.2536420e+00   1.0033201e+00   7.1708394e-01   5.3573241e-01   4.5884381e-01   6.0622705e-01   8.3051266e-01   1.0336424e+00   1.1914640e+00   1.2912785e+00   1.3499937e+00   1.3688078e+00   1.3635067e+00   1.3671057e+00   1.4023710e+00   1.4598394e+00   1.5218635e+00   1.5876667e+00   1.6474283e+00   1.6912261e+00
   1.6071647e+00   1.5390057e+00   1.4436617e+00   1.3515133e+00   1.3168307e+00   1.3269496e+00   1.4257705e+00   1.5540529e+00   1.6966487e+00   1.8556319e+00   1.9725289e+00   2.0695825e+00   2.1436296e+00   2.1885166e+00   2.1979971e+00   2.1645780e+00   2.0922725e+00   1.8882216e+00   1.4905387e+00   8.5347797e-01   2.9838389e-01   8.9197540e-01   1.4487532e+00   1.7333444e+00   1.8229737e+00   1.7986350e+00   1.7102915e+00   1.5825115e+00   1.4799667e+00   1.4309201e+00   1.4660414e+00   1.5309239e+00   1.5837038e+00   1.6338925e+00   1.6624576e+00   1.6485728e+00
   8.9902467e-01   8.7412816e-01   8.8057148e-01   9.4202983e-01   9.9156290e-01   1.0438067e+00   1.1501899e+00   1.1341807e+00   1.0881227e+00   1.0299605e+00   9.1810095e-01   8.4695601e-01   8.0239838e-01   7.8798282e-01   8.3867109e-01   9.8725671e-01   1.1678244e+00   1.3401688e+00   1.9162864e+00   1.3881457e+00   4.2988488e-01   1.1317919e+00   2.0092430e+00   2.1720133e+00   1.7516733e+00   1.1465383e+00   7.1445370e-01   5.3953695e-01   5.4167986e-01   6.4950365e-01   7.7126956e-01   8.8370097e-01   9.1102755e-01   9.1334599e-01   9.4418639e-01   9.4220775e-01
   3.1765435e+00   3.2628228e+00   3.3162255e+00   3.3377652e+00   3.3937668e+00   3.4550016e+00   3.5223262e+00   3.5832321e+00   3.5622244e+00   3.4761839e+00   3.3257551e+00   3.1057920e+00   2.8617589e+00   2.6366295e+00   2.4357529e+00   2.3435695e+00   2.3763219e+00   2.5787214e+00   0.0000000e+00   1.2790397e+00   4.1596965e-01   6.5843523e-01   2.1454729e+00   2.6163039e+00   2.0799272e+00   1.4665994e+00   1.4180627e+00   1.7474024e+00   2.0324172e+00   2.2146640e+00   2.3426297e+00   2.4575032e+00   2.5904970e+00   2.7156780e+00   2.8948848e+00   3.0625811e+00
   4.9755214e+00   5.0056725e+00   5.0403274e+00   5.0899175e+00   5.1446242e+00   5.2313527e+00   5.3525093e+00   5.4941072e+00   5.6641033e+00   5.7947877e+00   5.8489947e+00   5.8124874e+00   5.6739290e+00   5.4906583e+00   5.3114589e+00   5.1583408e+00   4.8208737e+00   4.8531464e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.5748804e-01   1.6870180e+00   2.5730900e+00   2.3886539e+00   2.4007080e+00   2.8804211e+00   3.3149708e+00   3.6397679e+00   3.8657391e+00   4.0785246e+00   4.2601824e+00   4.4234566e+00   4.6060423e+00   4.7508173e+00   4.8703689e+00
   5.4355636e+00   5.3946172e+00   5.3833504e+00   5.3894224e+00   5.3953807e+00   5.4547043e+00   5.6259370e+00   5.8384945e+00   6.1152887e+00   6.4243932e+00   6.6771062e+00   6.8398585e+00   6.8844285e+00   6.8297676e+00   6.7050891e+00   6.6019330e+00   6.2095063e+00   5.5885525e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8187494e+00   2.1594858e+00   2.6466427e+00   3.2298214e+00   3.7670517e+00   4.0775261e+00   4.3124757e+00   4.5256753e+00   4.7559490e+00   4.9715706e+00   5.1622052e+00   5.2738671e+00   5.3573877e+00   5.4135780e+00
   4.4714818e+00   4.4133053e+00   4.3332958e+00   4.2463512e+00   4.1825991e+00   4.2183685e+00   4.3706279e+00   4.6572747e+00   5.0247245e+00   5.4246817e+00   5.8150506e+00   6.1840630e+00   6.4345326e+00   6.4832954e+00   6.3654985e+00   6.2409649e+00   5.9773669e+00   5.1583056e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1865869e+00   2.6081831e+00   3.6832284e+00   4.0391808e+00   4.1450515e+00   4.1650090e+00   4.1434951e+00   4.1655450e+00   4.2825732e+00   4.4467783e+00   4.5658121e+00   4.5850306e+00   4.5648856e+00   4.5271873e+00
   2.2369113e+00   2.1316166e+00   1.9859719e+00   1.8559388e+00   1.7814653e+00   1.7886093e+00   1.9263464e+00   2.2244289e+00   2.6324677e+00   3.1284397e+00   3.6155315e+00   4.0701566e+00   4.4313741e+00   4.5128321e+00   4.2978687e+00   3.9411254e+00   3.7844293e+00   3.3703902e+00   3.5889181e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.6841279e+00   4.4505239e+00   4.4036733e+00   4.3095152e+00   3.8066096e+00   3.3455205e+00   2.9344882e+00   2.6674614e+00   2.5657241e+00   2.5596990e+00   2.5603418e+00   2.5015793e+00   2.4057297e+00   2.3130109e+00
   8.4657139e-01   8.8871861e-01   9.2734593e-01   9.8312885e-01   1.0208877e+00   9.8953068e-01   9.1441590e-01   7.9842877e-01   6.6104966e-01   8.0918396e-01   1.2670491e+00   1.6990839e+00   2.0414054e+00   2.1460114e+00   1.9742625e+00   1.6108265e+00   1.1668022e+00   1.3615875e+00   2.4926200e+00   3.8452863e+00   4.5648273e+00   5.7437883e+00   5.1553415e+00   4.0764694e+00   3.4568753e+00   3.3570118e+00   2.6674051e+00   1.8528389e+00   1.2052760e+00   7.4572372e-01   6.4819926e-01   7.7217686e-01   8.2845509e-01   8.3070987e-01   8.3262533e-01   8.4002107e-01
   2.8584366e+00   2.9590068e+00   3.0490270e+00   3.1641629e+00   3.1805992e+00   3.0590587e+00   2.8147182e+00   2.4800420e+00   2.1142244e+00   1.7652192e+00   1.4761639e+00   1.3069941e+00   1.4873648e+00   2.1319082e+00   3.1773872e+00   3.8821511e+00   3.1750331e+00   2.1905079e+00   2.0228748e+00   2.4319932e+00   3.1082757e+00   3.4179876e+00   2.5057445e+00   1.6219083e+00   1.5136566e+00   1.1990674e+00   9.1562074e-01   9.9293572e-01   1.4871441e+00   1.9385943e+00   2.3155653e+00   2.5144579e+00   2.6112750e+00   2.6559083e+00   2.7091436e+00   2.7688091e+00
