   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6936301e+00   1.5695372e+00   1.3117730e+00   1.1672675e+00   9.8555718e-01   1.0191075e+00   7.9948913e-01   7.5228050e-01   9.2818048e-01   1.0569981e+00   1.1874750e+00   1.2743152e+00   1.5163638e+00   1.6608324e+00   1.6160291e+00   1.5876876e+00   1.5282098e+00   1.9178932e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8921552e+00   2.1939855e+00   2.1801395e+00   1.9857943e+00   1.9119225e+00   1.8980048e+00   1.9662800e+00   1.9343305e+00   2.0496895e+00   2.2021785e+00   2.8301009e+00   2.8853065e+00   2.2437928e+00   2.8590952e+00   3.0458426e+00   3.0577662e+00   2.9580597e+00   2.7944143e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.3744079e+00   1.1189576e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.1746761e+00   2.4140462e+00   2.7796757e+00   3.2862771e+00   3.8173771e+00   4.2572656e+00   4.6324501e+00   4.9399719e+00   5.1808252e+00   5.3314047e+00   5.3663878e+00   5.2769017e+00   5.2583334e+00   4.7286818e+00   4.4479308e+00   4.1432893e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.3529881e+00   3.3813844e+00   4.3874588e+00   5.0035222e+00   5.4597979e+00   5.7819624e+00   5.9705266e+00   6.1054015e+00   6.1549120e+00   6.0756320e+00   5.8859968e+00   5.6356997e+00   4.9309505e+00   4.4462909e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.8699896e+00   3.4732202e+00   4.2499189e+00   4.7762775e+00   5.1443990e+00   5.3959649e+00   5.5031681e+00   5.5300520e+00   5.4523161e+00   5.2663188e+00   4.9913033e+00   4.2726798e+00   4.0917487e+00   4.0189331e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8907640e+00   3.8890774e+00   3.7910888e+00   3.7088990e+00   3.7730293e+00   3.8310270e+00   3.9277763e+00   3.9597235e+00   3.9367235e+00   3.8139932e+00   3.5843448e+00   3.2717619e+00   3.1991289e+00   2.9022654e+00   3.3706467e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.6687764e+00   3.6923602e+00   3.6446707e+00   3.2487094e+00   2.7121210e+00   2.3471012e+00   2.1040208e+00   1.9715865e+00   1.9539542e+00   1.9078608e+00   1.8026575e+00   1.5476950e+00   1.4230021e+00   1.8006881e+00   1.2758721e+00   2.5641806e+00   3.5901537e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6166791e+00   2.6850431e+00   2.5674596e+00   2.3183033e+00   1.8288342e+00   1.3707242e+00   1.0861078e+00   8.6041266e-01   7.0578921e-01   6.4720140e-01   6.3837159e-01   6.6116488e-01   8.5058548e-01   1.5125647e+00   2.6673938e+00   2.1675892e+00   2.8274450e+00   3.7108843e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.1377947e+00   2.0515074e+00   2.3985145e+00   2.3909829e+00   1.9468782e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9787061e+00   1.7259823e+00   1.4931417e+00   1.5162284e+00   1.5822823e+00   1.7038867e+00   1.8549685e+00   1.9327513e+00   1.9245282e+00   1.9081402e+00   1.9544195e+00   2.1623566e+00   2.5233459e+00   3.1099217e+00   4.1721230e+00   3.9294144e+00   4.2260917e+00   3.8092699e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.7133979e-01   1.3791211e+00   1.8998845e+00   2.0404005e+00   1.1814746e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6691408e+00   2.5287571e+00   2.6283414e+00   2.8828621e+00   3.1512005e+00   3.3808203e+00   3.5206881e+00   3.5550053e+00   3.5380325e+00   3.5606613e+00   3.7367353e+00   4.0675616e+00   4.4561086e+00   4.9118118e+00   4.9785123e+00   3.7135845e+00   7.0523424e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.0226152e+00   2.3757624e+00   2.6109412e+00   2.5740416e+00   2.3777234e+00   1.7322006e+00   1.2111655e+00   7.4212253e-01   1.1957490e+00   0.0000000e+00
