-START-OF-DATA-	
2013.5	0.000397087
2014.5	0.000399653
2015.5	0.000402299
2016.5	0.000405018
2017.5	0.000407802
2018.5	0.000410649
2019.5	0.000413559
2020.5	0.000416531
2021.5	0.000419561
2022.5	0.000422647
2023.5	0.000425798
2024.5	0.000429024
2025.5	0.000432333
2026.5	0.000435699
2027.5	0.000439117
2028.5	0.00044261
2029.5	0.000446154
2030.5	0.000449752
2031.5	0.000453428
2032.5	0.000457182
2033.5	0.000461014
2034.5	0.000464926
2035.5	0.000468944
2036.5	0.00047309
2037.5	0.000477336
2038.5	0.000481681
2039.5	0.000486127
2040.5	0.000490652
2041.5	0.000495279
2042.5	0.00050001
2043.5	0.000504845
2044.5	0.000509806
2045.5	0.000514872
2046.5	0.00052007
2047.5	0.000525422
2048.5	0.000530903
2049.5	0.000536507
2050.5	0.000542216
2051.5	0.000548034
2052.5	0.000553954
2053.5	0.000559981
2054.5	0.000566113
2055.5	0.000572354
2056.5	0.000578728
2057.5	0.000585237
2058.5	0.000591882
2059.5	0.00059866
2060.5	0.000605571
2061.5	0.000612591
2062.5	0.000619698
2063.5	0.000626891
2064.5	0.000634147
2065.5	0.000641467
2066.5	0.000648854
2067.5	0.000656334
2068.5	0.000663934
2069.5	0.000671628
2070.5	0.000679417
2071.5	0.0006873
2072.5	0.000695251
2073.5	0.000703247
2074.5	0.000711291
2075.5	0.000719382
2076.5	0.000727522
2077.5	0.000735712
2078.5	0.000743953
2079.5	0.000752273
2080.5	0.000760697
2081.5	0.000769196
2082.5	0.000777749
2083.5	0.000786354
2084.5	0.000794986
2085.5	0.000803648
2086.5	0.000812338
2087.5	0.000821059
2088.5	0.000829837
2089.5	0.000838671
2090.5	0.000847563
2091.5	0.000856513
2092.5	0.000865519
2093.5	0.000874583
2094.5	0.000883678
2095.5	0.000892806
2096.5	0.000901964
2097.5	0.000911129
2098.5	0.000920301
2099.5	0.000929503
2100.5	0.000938738
2101.5	0.000948009
2102.5	0.000957343
2103.5	0.000966736
2104.5	0.000976163
2105.5	0.000985599
2106.5	0.000995069
2107.5	0.001004572
2108.5	0.001014083
2109.5	0.001023575
2110.5	0.001033053
2111.5	0.001042565
2112.5	0.001052112
2113.5	0.001061697
2114.5	0.001071342
2115.5	0.001081024
2116.5	0.001090743
2117.5	0.001100495
2118.5	0.001110229
2119.5	0.001119947
2120.5	0.001129673
2121.5	0.001139409
2122.5	0.001149155
2123.5	0.001158939
2124.5	0.001168784
2125.5	0.001178665
2126.5	0.001188584
2127.5	0.001198563
2128.5	0.001208575
2129.5	0.001218569
2130.5	0.001228546
2131.5	0.00123853
2132.5	0.001248523
2133.5	0.001258526
2134.5	0.001268565
2135.5	0.001278665
2136.5	0.001288801
2137.5	0.001298969
2138.5	0.001309172
2139.5	0.001319385
2140.5	0.001329606
2141.5	0.001339835
2142.5	0.00135007
2143.5	0.001360286
2144.5	0.001370487
2145.5	0.001380722
2146.5	0.001391019
2147.5	0.001401376
2148.5	0.001411769
2149.5	0.001422193
2150.5	0.00143265
2151.5	0.001443061
2152.5	0.001453394
2153.5	0.001463617
2154.5	0.001473676
2155.5	0.001483609
2156.5	0.001493475
2157.5	0.001503275
2158.5	0.001513005
2159.5	0.001522665
2160.5	0.001532227
2161.5	0.00154169
2162.5	0.001551055
2163.5	0.001560321
2164.5	0.001569461
2165.5	0.001578451
2166.5	0.001587317
2167.5	0.001596112
2168.5	0.001604837
2169.5	0.001613491
2170.5	0.001622074
2171.5	0.00163056
2172.5	0.001638948
2173.5	0.001647237
2174.5	0.001655399
2175.5	0.00166341
2176.5	0.001671269
2177.5	0.001679005
2178.5	0.001686671
2179.5	0.001694291
2180.5	0.001701841
2181.5	0.001709294
2182.5	0.001716674
2183.5	0.001723955
2184.5	0.001731112
2185.5	0.001738141
2186.5	0.00174502
2187.5	0.001751772
2188.5	0.001758401
2189.5	0.001764933
2190.5	0.001771419
2191.5	0.001777833
2192.5	0.00178415
2193.5	0.001790368
2194.5	0.001796487
2195.5	0.001802507
2196.5	0.0018084
2197.5	0.001814141
2198.5	0.00181973
2199.5	0.001825193
2200.5	0.001830559
2201.5	0.001835854
2202.5	0.001841076
2203.5	0.001846201
2204.5	0.001851227
2205.5	0.001856154
2206.5	0.001860981
2207.5	0.001865682
2208.5	0.001870231
2209.5	0.001874627
2210.5	0.001878898
2211.5	0.001883071
2212.5	0.001887172
2213.5	0.001891202
2214.5	0.001895133
2215.5	0.001898966
2216.5	0.001902699
2217.5	0.001906306
2218.5	0.001909786
2219.5	0.001913113
2220.5	0.001916273
2221.5	0.001919324
2222.5	0.001922289
2223.5	0.001925172
2224.5	0.001927973
2225.5	0.001930686
2226.5	0.001933298
2227.5	0.001935794
2228.5	0.00193817
2229.5	0.001940411
2230.5	0.001942505
2231.5	0.00194446
2232.5	0.001946287
2233.5	0.001948008
2234.5	0.001949639
2235.5	0.001951188
2236.5	0.001952666
2237.5	0.001954058
2238.5	0.001955331
2239.5	0.001956462
2240.5	0.001957462
2241.5	0.001958328
2242.5	0.001959024
2243.5	0.001959591
2244.5	0.00196008
2245.5	0.001960485
2246.5	0.001960795
2247.5	0.00196102
2248.5	0.001961158
2249.5	0.001961214
2250.5	0.001961226
2251.5	0.001961229
2252.5	0.001961232
2253.5	0.001961234
2254.5	0.001961236
2255.5	0.001961235
2256.5	0.001961236
2257.5	0.001961238
2258.5	0.00196124
2259.5	0.001961242
2260.5	0.001961245
2261.5	0.001961247
2262.5	0.001961249
2263.5	0.00196125
2264.5	0.001961251
2265.5	0.001961254
2266.5	0.001961255
2267.5	0.001961256
2268.5	0.001961258
2269.5	0.001961258
2270.5	0.001961257
2271.5	0.001961257
2272.5	0.001961259
2273.5	0.001961261
2274.5	0.001961263
2275.5	0.001961264
2276.5	0.001961263
2277.5	0.001961262
2278.5	0.001961261
2279.5	0.001961261
2280.5	0.001961262
2281.5	0.001961262
2282.5	0.001961262
2283.5	0.001961263
2284.5	0.001961263
2285.5	0.001961264
2286.5	0.001961264
2287.5	0.001961264
2288.5	0.001961263
2289.5	0.001961262
2290.5	0.001961261
2291.5	0.001961259
2292.5	0.00196126
2293.5	0.001961262
2294.5	0.001961264
2295.5	0.001961265
2296.5	0.001961266
2297.5	0.001961265
2298.5	0.001961264
2299.5	0.001961265
2300.5	0.001961267
2301.5	0.001961268
2302.5	0.001961268
2303.5	0.001961267
2304.5	0.001961268
2305.5	0.00196127
2306.5	0.001961271
2307.5	0.001961271
2308.5	0.001961272
2309.5	0.001961274
2310.5	0.001961275
2311.5	0.001961275
2312.5	0.001961276
2313.5	0.001961278
2314.5	0.001961278
2315.5	0.001961277
2316.5	0.001961277
2317.5	0.001961278
2318.5	0.001961278
2319.5	0.001961279
2320.5	0.00196128
2321.5	0.00196128
2322.5	0.001961281
2323.5	0.001961282
2324.5	0.001961282
2325.5	0.001961282
2326.5	0.001961284
2327.5	0.001961283
2328.5	0.001961284
2329.5	0.001961284
2330.5	0.001961283
2331.5	0.001961283
2332.5	0.001961283
2333.5	0.001961284
2334.5	0.001961286
2335.5	0.001961285
2336.5	0.001961285
2337.5	0.001961285
2338.5	0.001961286
2339.5	0.001961288
2340.5	0.001961287
2341.5	0.001961286
2342.5	0.001961286
2343.5	0.001961287
2344.5	0.001961288
2345.5	0.001961289
2346.5	0.00196129
2347.5	0.001961289
2348.5	0.001961288
2349.5	0.001961288
2350.5	0.001961288
2351.5	0.001961288
2352.5	0.001961288
2353.5	0.001961289
2354.5	0.001961289
2355.5	0.00196129
2356.5	0.001961291
2357.5	0.001961292
2358.5	0.001961293
2359.5	0.001961294
2360.5	0.001961296
2361.5	0.001961297
2362.5	0.001961298
2363.5	0.001961299
2364.5	0.001961301
2365.5	0.001961302
2366.5	0.001961303
2367.5	0.001961304
2368.5	0.001961306
2369.5	0.001961307
2370.5	0.001961307
2371.5	0.001961308
2372.5	0.001961309
2373.5	0.001961309
2374.5	0.00196131
2375.5	0.00196131
2376.5	0.00196131
2377.5	0.001961309
2378.5	0.001961309
2379.5	0.001961308
2380.5	0.001961307
2381.5	0.001961309
2382.5	0.00196131
2383.5	0.001961311
2384.5	0.001961312
2385.5	0.001961312
2386.5	0.001961312
2387.5	0.001961311
2388.5	0.001961311
2389.5	0.00196131
2390.5	0.001961311
2391.5	0.001961312
2392.5	0.001961312
2393.5	0.001961312
2394.5	0.001961311
2395.5	0.00196131
2396.5	0.001961309
2397.5	0.00196131
2398.5	0.00196131
2399.5	0.00196131
2400.5	0.00196131
2401.5	0.001961309
2402.5	0.00196131
2403.5	0.00196131
2404.5	0.00196131
2405.5	0.001961309
2406.5	0.001961308
2407.5	0.001961309
2408.5	0.00196131
2409.5	0.001961309
2410.5	0.001961309
2411.5	0.001961307
2412.5	0.001961308
2413.5	0.001961308
2414.5	0.001961307
2415.5	0.001961308
2416.5	0.001961309
2417.5	0.001961309
2418.5	0.001961308
2419.5	0.001961307
2420.5	0.001961307
2421.5	0.001961307
2422.5	0.001961306
2423.5	0.001961307
2424.5	0.001961308
2425.5	0.001961307
2426.5	0.001961309
2427.5	0.001961309
2428.5	0.001961309
2429.5	0.001961308
2430.5	0.001961307
2431.5	0.001961307
2432.5	0.001961306
2433.5	0.001961304
2434.5	0.001961305
2435.5	0.001961304
2436.5	0.001961303
2437.5	0.001961303
2438.5	0.001961303
2439.5	0.001961302
2440.5	0.001961302
2441.5	0.001961302
2442.5	0.001961301
2443.5	0.001961301
2444.5	0.001961301
2445.5	0.001961299
2446.5	0.0019613
2447.5	0.001961299
2448.5	0.001961298
2449.5	0.001961298
2450.5	0.001961297
2451.5	0.001961295
2452.5	0.001961296
2453.5	0.001961297
2454.5	0.001961298
2455.5	0.001961298
2456.5	0.001961299
2457.5	0.001961299
2458.5	0.001961299
2459.5	0.001961299
2460.5	0.001961299
2461.5	0.001961298
2462.5	0.001961299
2463.5	0.001961298
2464.5	0.001961296
2465.5	0.001961296
2466.5	0.001961298
2467.5	0.001961298
2468.5	0.001961298
2469.5	0.001961299
2470.5	0.001961298
2471.5	0.001961297
2472.5	0.001961298
2473.5	0.001961299
2474.5	0.0019613
2475.5	0.0019613
2476.5	0.001961301
2477.5	0.0019613
2478.5	0.001961299
2479.5	0.0019613
2480.5	0.001961301
2481.5	0.001961302
2482.5	0.001961301
2483.5	0.001961302
2484.5	0.001961302
2485.5	0.001961301
2486.5	0.001961301
2487.5	0.001961302
2488.5	0.001961302
2489.5	0.001961301
2490.5	0.001961302
2491.5	0.001961301
2492.5	0.001961299
2493.5	0.001961298
2494.5	0.001961299
2495.5	0.001961298
2496.5	0.001961297
2497.5	0.001961297
2498.5	0.001961298
2499.5	0.001961297
2500.5	0.001961295
2599.5	0.001958845
2799.5	0.001932861
2999.5	0.001870939
3199.5	0.001771622
3399.5	0.001671812
3599.5	0.001593846
3799.5	0.001532945
3999.5	0.001484821
4199.5	0.001445784
4399.5	0.001413135
4599.5	0.001385162
4799.5	0.001360892
4999.5	0.001339597
5499.5	0.00129551
5999.5	0.001259089
6499.5	0.001225432
6999.5	0.001191856
7499.5	0.001158336
7999.5	0.001125378
8499.5	0.001093298
8999.5	0.001062245
9499.5	0.001032365
9999.5	0.001003518
10999.5	0.000949057
11999.5	0.000898687
12999.5	0.000852154
13999.5	0.000809188
14999.5	0.000769628
15999.5	0.000733484
16999.5	0.000700869
17999.5	0.000671838
18999.5	0.000646541
19999.5	0.000624887
21999.5	0.000591583
23999.5	0.00056886
25999.5	0.00055338
27999.5	0.00054258
29999.5	0.000534784
31999.5	0.000528917
33999.5	0.000524301
35999.5	0.000520468
37999.5	0.000517154
39999.5	0.000514184
41999.5	0.000511447
43999.5	0.000508871
45999.5	0.000506411
47999.5	0.000504038
49999.5	0.000501731
51765.5	0.000499739
51774.5	0.000499711
51865.5	0.00049967
51874.5	0.000499635
51965.5	0.00049957
51974.5	0.000499538
52065.5	0.000499463
52074.5	0.000499434
52165.5	0.000499361
52174.5	0.000499332
52265.5	0.000499258
52274.5	0.000499229
52365.5	0.000499155
52374.5	0.000499126
52465.5	0.000499052
52474.5	0.000499022
52565.5	0.000498949
52574.5	0.000498919
52665.5	0.000498845
52674.5	0.000498815
52765.5	0.000498741
52774.5	0.000498712
52865.5	0.000498638
52874.5	0.000498609
52965.5	0.000498535
52974.5	0.000498506
53065.5	0.000498432
53074.5	0.000498403
53165.5	0.000498329
53174.5	0.0004983
53265.5	0.000498227
53274.5	0.000498198
53365.5	0.000498125
53374.5	0.000498096
53465.5	0.000498023
53474.5	0.000497995
53565.5	0.000497921
53574.5	0.000497893
53665.5	0.00049782
53674.5	0.000497792
53765.5	0.000497719
53774.5	0.000497691
53865.5	0.000497618
53874.5	0.000497591
53965.5	0.000497518
53974.5	0.000497491
54065.5	0.000497418
54074.5	0.000497391
54165.5	0.000497318
54174.5	0.000497291
54265.5	0.000497218
54274.5	0.000497191
54365.5	0.000497119
54374.5	0.000497092
54465.5	0.00049702
54474.5	0.000496994
54565.5	0.000496921
54574.5	0.000496895
54665.5	0.000496823
54674.5	0.000496797
54765.5	0.000496725
54774.5	0.000496699
54865.5	0.000496627
54874.5	0.000496601
54965.5	0.00049653
54974.5	0.000496504
55065.5	0.000496432
55074.5	0.000496406
55165.5	0.000496335
55174.5	0.000496309
55265.5	0.000496238
55274.5	0.000496212
55365.5	0.000496141
55374.5	0.000496115
55465.5	0.000496044
55474.5	0.000496019
55565.5	0.000495948
55574.5	0.000495922
55665.5	0.000495852
55674.5	0.000495826
55765.5	0.000495755
55774.5	0.00049573
55865.5	0.000495659
55874.5	0.000495634
55965.5	0.000495563
55974.5	0.000495538
56065.5	0.000495468
56074.5	0.000495442
56165.5	0.000495372
56174.5	0.000495346
56265.5	0.000495276
56274.5	0.000495251
56365.5	0.000495181
56374.5	0.000495155
56465.5	0.000495086
56474.5	0.00049506
56565.5	0.00049499
56574.5	0.000494965
56665.5	0.000494895
56674.5	0.000494869
56765.5	0.0004948
56774.5	0.000494774
56865.5	0.000494705
56874.5	0.000494679
56965.5	0.00049461
56974.5	0.000494584
57065.5	0.000494515
57074.5	0.000494489
57165.5	0.00049442
57174.5	0.000494393
57265.5	0.000494325
57274.5	0.000494298
57365.5	0.00049423
57374.5	0.000494203
57465.5	0.000494135
57474.5	0.000494108
57565.5	0.00049404
57574.5	0.000494013
57665.5	0.000493945
57674.5	0.000493918
57765.5	0.00049385
57774.5	0.000493823
57865.5	0.000493755
57874.5	0.000493728
57965.5	0.00049366
57974.5	0.000493633
58065.5	0.000493565
58074.5	0.000493538
58165.5	0.000493471
58174.5	0.000493444
58265.5	0.000493376
58274.5	0.000493349
58365.5	0.000493281
58374.5	0.000493254
58465.5	0.000493186
58474.5	0.000493159
58565.5	0.000493091
58574.5	0.000493064
58665.5	0.000492997
58674.5	0.000492969
58765.5	0.000492902
58774.5	0.000492874
58865.5	0.000492807
58874.5	0.000492779
58965.5	0.000492712
58974.5	0.000492685
59065.5	0.000492618
59074.5	0.00049259
59165.5	0.000492523
59174.5	0.000492495
59265.5	0.000492428
59274.5	0.0004924
59365.5	0.000492333
59374.5	0.000492305
59465.5	0.000492238
59474.5	0.00049221
59565.5	0.000492144
59574.5	0.000492115
59665.5	0.000492049
59674.5	0.00049202
59765.5	0.000491954
59774.5	0.000491926
59865.5	0.000491859
59874.5	0.000491831
59965.5	0.000491764
59974.5	0.000491736
60065.5	0.000491669
60074.5	0.000491641
60165.5	0.000491574
60174.5	0.000491546
60265.5	0.000491479
60274.5	0.000491451
60365.5	0.000491384
60374.5	0.000491355
60465.5	0.000491289
60474.5	0.00049126
60565.5	0.000491194
60574.5	0.000491165
60665.5	0.000491099
60674.5	0.00049107
60765.5	0.000491004
60774.5	0.000490975
60865.5	0.000490909
60874.5	0.00049088
60965.5	0.000490814
60974.5	0.000490785
61065.5	0.000490719
61074.5	0.00049069
61165.5	0.000490624
61174.5	0.000490595
61265.5	0.000490529
61274.5	0.0004905
61365.5	0.000490434
61374.5	0.000490404
61465.5	0.000490339
61474.5	0.000490309
61565.5	0.000490244
61574.5	0.000490214
61665.5	0.000490149
61674.5	0.000490119
61765.5	0.000490053
61774.5	0.000490024
61865.5	0.000489958
61874.5	0.000489929
61965.5	0.000489863
61974.5	0.000489833
62065.5	0.000489768
62074.5	0.000489738
62165.5	0.000489673
62174.5	0.000489643
62265.5	0.000489578
62274.5	0.000489548
62365.5	0.000489483
62374.5	0.000489453
62465.5	0.000489388
62474.5	0.000489358
62565.5	0.000489293
62574.5	0.000489262
62665.5	0.000489197
62674.5	0.000489167
62765.5	0.000489102
62774.5	0.000489072
62865.5	0.000489007
62874.5	0.000488977
62965.5	0.000488912
62974.5	0.000488881
63065.5	0.000488817
63074.5	0.000488786
63165.5	0.000488722
63174.5	0.000488691
63265.5	0.000488626
63274.5	0.000488596
63365.5	0.000488531
63374.5	0.000488501
63465.5	0.000488436
63474.5	0.000488405
63565.5	0.000488341
63574.5	0.00048831
63665.5	0.000488246
63674.5	0.000488215
63765.5	0.00048815
63774.5	0.00048812
63865.5	0.000488055
63874.5	0.000488024
63965.5	0.00048796
63974.5	0.000487929
64065.5	0.000487865
64074.5	0.000487834
64165.5	0.00048777
64174.5	0.000487739
64265.5	0.000487674
64274.5	0.000487643
64365.5	0.000487579
64374.5	0.000487548
64465.5	0.000487484
64474.5	0.000487453
64565.5	0.000487388
64574.5	0.000487357
64665.5	0.000487293
64674.5	0.000487262
64765.5	0.000487198
64774.5	0.000487166
64865.5	0.000487102
64874.5	0.000487071
64965.5	0.000487007
64974.5	0.000486976
65065.5	0.000486912
65074.5	0.00048688
65165.5	0.000486816
65174.5	0.000486785
65265.5	0.000486721
65274.5	0.000486689
65365.5	0.000486625
65374.5	0.000486594
65465.5	0.00048653
65474.5	0.000486498
65565.5	0.000486435
65574.5	0.000486403
65665.5	0.000486339
65674.5	0.000486308
65765.5	0.000486244
65774.5	0.000486212
65865.5	0.000486148
65874.5	0.000486117
65965.5	0.000486053
65974.5	0.000486021
66065.5	0.000485957
66074.5	0.000485926
66165.5	0.000485862
66174.5	0.00048583
66265.5	0.000485766
66274.5	0.000485735
66365.5	0.000485671
66374.5	0.000485639
66465.5	0.000485575
66474.5	0.000485543
66565.5	0.00048548
66574.5	0.000485448
66665.5	0.000485384
66674.5	0.000485352
66765.5	0.000485289
66774.5	0.000485257
66865.5	0.000485193
66874.5	0.000485161
66965.5	0.000485098
66974.5	0.000485066
67065.5	0.000485002
67074.5	0.00048497
67165.5	0.000484907
67174.5	0.000484874
67265.5	0.000484811
67274.5	0.000484779
67365.5	0.000484716
67374.5	0.000484683
67465.5	0.00048462
67474.5	0.000484588
67565.5	0.000484524
67574.5	0.000484492
67665.5	0.000484429
67674.5	0.000484396
67765.5	0.000484333
67774.5	0.000484301
67865.5	0.000484237
67874.5	0.000484205
67965.5	0.000484142
67974.5	0.000484109
68065.5	0.000484046
68074.5	0.000484014
68165.5	0.00048395
68174.5	0.000483918
68265.5	0.000483855
68274.5	0.000483822
68365.5	0.000483759
68374.5	0.000483726
68465.5	0.000483663
68474.5	0.000483631
68565.5	0.000483568
68574.5	0.000483535
68665.5	0.000483472
68674.5	0.000483439
68765.5	0.000483376
68774.5	0.000483344
68865.5	0.000483281
68874.5	0.000483248
68965.5	0.000483185
68974.5	0.000483152
69065.5	0.000483089
69074.5	0.000483056
69165.5	0.000482993
69174.5	0.00048296
69265.5	0.000482898
69274.5	0.000482865
69365.5	0.000482802
69374.5	0.000482769
69465.5	0.000482706
69474.5	0.000482673
69565.5	0.00048261
69574.5	0.000482577
69665.5	0.000482515
69674.5	0.000482481
69765.5	0.000482419
69774.5	0.000482386
69865.5	0.000482323
69874.5	0.00048229
69965.5	0.000482227
69974.5	0.000482194
70065.5	0.000482132
70074.5	0.000482098
70165.5	0.000482036
70174.5	0.000482002
70265.5	0.00048194
70274.5	0.000481907
70365.5	0.000481844
70374.5	0.000481811
70465.5	0.000481748
70474.5	0.000481715
70565.5	0.000481653
70574.5	0.000481619
70665.5	0.000481557
70674.5	0.000481523
70765.5	0.000481461
70774.5	0.000481427
70865.5	0.000481365
70874.5	0.000481332
70965.5	0.000481269
70974.5	0.000481236
71065.5	0.000481173
71074.5	0.00048114
71165.5	0.000481078
71174.5	0.000481044
71265.5	0.000480982
71274.5	0.000480948
71365.5	0.000480886
71374.5	0.000480852
71465.5	0.00048079
71474.5	0.000480757
71565.5	0.000480694
71574.5	0.000480661
71665.5	0.000480599
71674.5	0.000480565
71765.5	0.000480503
71774.5	0.000480469
71865.5	0.000480407
71874.5	0.000480373
71965.5	0.000480311
71974.5	0.000480278
72065.5	0.000480216
72074.5	0.000480182
72165.5	0.00048012
72174.5	0.000480086
72265.5	0.000480024
72274.5	0.00047999
72365.5	0.000479928
72374.5	0.000479895
72465.5	0.000479833
72474.5	0.000479799
72565.5	0.000479737
72574.5	0.000479703
72665.5	0.000479641
72674.5	0.000479607
72765.5	0.000479546
72774.5	0.000479512
72865.5	0.00047945
72874.5	0.000479416
72965.5	0.000479354
72974.5	0.00047932
73065.5	0.000479259
73074.5	0.000479225
73165.5	0.000479163
73174.5	0.000479129
73265.5	0.000479067
73274.5	0.000479033
73365.5	0.000478972
73374.5	0.000478938
73465.5	0.000478876
73474.5	0.000478842
73565.5	0.00047878
73574.5	0.000478746
73665.5	0.000478685
73674.5	0.000478651
73765.5	0.000478589
73774.5	0.000478555
73865.5	0.000478494
73874.5	0.00047846
73965.5	0.000478398
73974.5	0.000478364
74065.5	0.000478303
74074.5	0.000478268
74165.5	0.000478207
74174.5	0.000478173
74265.5	0.000478112
74274.5	0.000478077
74365.5	0.000478016
74374.5	0.000477982
74465.5	0.000477921
74474.5	0.000477886
74565.5	0.000477825
74574.5	0.000477791
74665.5	0.00047773
74674.5	0.000477695
74765.5	0.000477634
74774.5	0.0004776
74865.5	0.000477539
74874.5	0.000477505
74965.5	0.000477443
74974.5	0.000477409
75065.5	0.000477348
75074.5	0.000477314
75165.5	0.000477253
75174.5	0.000477218
75265.5	0.000477157
75274.5	0.000477123
75365.5	0.000477062
75374.5	0.000477028
75465.5	0.000476967
75474.5	0.000476932
75565.5	0.000476871
75574.5	0.000476837
75665.5	0.000476776
75674.5	0.000476742
75765.5	0.000476681
75774.5	0.000476647
75865.5	0.000476586
75874.5	0.000476551
75965.5	0.00047649
75974.5	0.000476456
